表章項目,時間軸（月次）,市区町村 コード,市区町村,/国籍07,総数,中国,韓国,韓国・朝鮮,フィリピン,ブラジル,ベトナム,ペルー,ネパール,米国,台湾,その他
人数【人】,2013年12月,25201,大津市,,4101,767,***,2200,188,194,33,126,***,126,26,441
人数【人】,2013年12月,25202,彦根市,,2024,595,***,241,362,442,146,33,***,60,14,131
人数【人】,2013年12月,25203,長浜市,,3213,464,***,111,200,1786,35,257,***,30,3,327
人数【人】,2013年12月,25204,近江八幡市,,1189,288,***,234,135,360,7,31,***,26,7,101
人数【人】,2013年12月,25206,草津市,,1969,647,***,573,159,175,82,75,***,31,19,208
人数【人】,2013年12月,25207,守山市,,738,237,***,253,58,63,13,50,***,9,5,50
人数【人】,2013年12月,25208,栗東市,,1038,207,***,246,60,293,7,139,***,15,8,63
人数【人】,2013年12月,25209,甲賀市,,2605,392,***,288,257,1129,108,280,***,16,8,127
人数【人】,2013年12月,25210,野洲市,,498,210,***,141,39,35,16,8,***,7,1,41
人数【人】,2013年12月,25211,湖南市,,2232,189,***,356,67,1103,20,361,***,10,-,126
人数【人】,2013年12月,25212,高島市,,449,103,***,254,17,31,4,2,***,15,3,20
人数【人】,2013年12月,25213,東近江市,,2706,380,***,258,271,1421,11,183,***,14,6,162
人数【人】,2013年12月,25214,米原市,,471,141,***,43,17,214,10,9,***,12,3,22
人数【人】,2013年12月,25383,日野町,,394,89,***,54,38,152,11,24,***,3,1,22
人数【人】,2013年12月,25384,竜王町,,122,52,***,28,8,13,-,1,***,-,-,20
人数【人】,2013年12月,25425,愛荘町,,753,59,***,54,76,478,7,51,***,7,1,20
人数【人】,2013年12月,25441,豊郷町,,118,25,***,1,12,64,7,1,***,2,-,6
人数【人】,2013年12月,25442,甲良町,,72,20,***,3,10,2,34,1,***,1,-,1
人数【人】,2013年12月,25443,多賀町,,20,4,***,1,5,3,-,1,***,-,-,6
人数【人】,2013年12月,26100,京都市,,40957,9521,***,23780,872,162,504,56,***,974,789,4299
人数【人】,2013年12月,26101,北区,,2717,481,***,1624,30,8,24,-,***,111,51,388
人数【人】,2013年12月,26102,上京区,,2517,782,***,926,27,24,53,5,***,117,112,471
人数【人】,2013年12月,26103,左京区,,6137,1579,***,2464,78,37,108,6,***,263,281,1321
人数【人】,2013年12月,26104,中京区,,2317,525,***,1292,30,10,14,8,***,90,60,288
人数【人】,2013年12月,26105,東山区,,1002,259,***,449,77,3,8,1,***,38,32,135
人数【人】,2013年12月,26106,下京区,,1920,559,***,864,47,6,41,1,***,62,52,288
人数【人】,2013年12月,26107,南区,,5798,670,***,4817,79,5,52,1,***,26,23,125
人数【人】,2013年12月,26108,右京区,,5367,729,***,3931,79,16,71,9,***,100,47,385
人数【人】,2013年12月,26109,伏見区,,8268,3286,***,4074,240,20,90,16,***,92,60,390
人数【人】,2013年12月,26110,山科区,,1876,279,***,1127,125,18,10,6,***,38,37,236
人数【人】,2013年12月,26111,西京区,,3038,372,***,2212,60,15,33,3,***,37,34,272
人数【人】,2013年12月,26201,福知山市,,850,169,***,346,215,32,18,19,***,11,4,36
人数【人】,2013年12月,26202,舞鶴市,,1044,114,***,557,223,19,21,4,***,12,-,94
人数【人】,2013年12月,26203,綾部市,,356,159,***,80,35,3,11,1,***,5,1,61
人数【人】,2013年12月,26204,宇治市,,2668,707,***,1532,78,15,24,16,***,30,26,240
人数【人】,2013年12月,26205,宮津市,,131,18,***,67,33,-,2,-,***,2,1,8
人数【人】,2013年12月,26206,亀岡市,,850,208,***,436,62,3,22,6,***,16,22,75
人数【人】,2013年12月,26207,城陽市,,590,106,***,378,20,5,6,7,***,12,7,49
人数【人】,2013年12月,26208,向日市,,440,54,***,304,15,4,2,3,***,15,2,41
人数【人】,2013年12月,26209,長岡京市,,596,128,***,287,39,8,9,-,***,16,13,96
人数【人】,2013年12月,26210,八幡市,,805,165,***,304,38,60,5,10,***,18,6,199
人数【人】,2013年12月,26211,京田辺市,,684,206,***,280,15,2,4,1,***,47,14,115
人数【人】,2013年12月,26212,京丹後市,,368,109,***,104,119,-,6,1,***,6,4,19
人数【人】,2013年12月,26213,南丹市,,264,19,***,177,21,4,9,1,***,7,4,22
人数【人】,2013年12月,26214,木津川市,,495,129,***,172,19,13,9,-,***,34,4,115
人数【人】,2013年12月,26303,大山崎町,,107,9,***,76,2,-,4,-,***,3,-,13
人数【人】,2013年12月,26322,久御山町,,366,124,***,160,9,29,35,-,***,-,-,9
人数【人】,2013年12月,26343,井手町,,64,10,***,41,-,5,2,-,***,3,-,3
人数【人】,2013年12月,26344,宇治田原町,,99,57,***,21,1,1,6,1,***,4,-,8
人数【人】,2013年12月,26364,笠置町,,5,4,***,-,-,-,-,-,***,-,-,1
人数【人】,2013年12月,26365,和束町,,18,3,***,8,1,-,-,-,***,3,-,3
人数【人】,2013年12月,26366,精華町,,209,44,***,82,4,1,16,1,***,26,5,30
人数【人】,2013年12月,26367,南山城村,,19,3,***,13,1,-,-,-,***,1,-,1
人数【人】,2013年12月,26407,京丹波町,,147,47,***,56,20,1,11,1,***,1,1,9
人数【人】,2013年12月,26463,伊根町,,7,1,***,-,2,2,1,-,***,1,-,-
人数【人】,2013年12月,26465,与謝野町,,127,25,***,56,40,-,-,-,***,4,-,2
人数【人】,2013年12月,27100,大阪市,,118561,26502,***,75197,2974,1021,2003,480,***,1321,2427,6636
人数【人】,2013年12月,27102,都島区,,2695,886,***,1359,72,17,25,-,***,45,72,219
人数【人】,2013年12月,27103,福島区,,1326,328,***,682,67,4,13,18,***,35,33,146
人数【人】,2013年12月,27104,此花区,,1639,494,***,804,74,24,87,25,***,11,10,110
人数【人】,2013年12月,27106,西区,,3201,1116,***,1088,69,41,71,4,***,99,228,485
人数【人】,2013年12月,27107,港区,,2346,868,***,867,117,36,18,6,***,95,73,266
人数【人】,2013年12月,27108,大正区,,1244,321,***,633,74,32,82,8,***,5,30,59
人数【人】,2013年12月,27109,天王寺区,,3966,789,***,2672,40,12,9,5,***,59,138,242
人数【人】,2013年12月,27111,浪速区,,5941,2522,***,2011,216,58,168,13,***,113,298,542
人数【人】,2013年12月,27113,西淀川区,,3146,505,***,1712,182,272,48,165,***,17,29,216
人数【人】,2013年12月,27114,東淀川区,,5786,2203,***,2862,133,20,85,5,***,60,133,285
人数【人】,2013年12月,27115,東成区,,6872,745,***,5753,51,6,63,18,***,59,35,142
人数【人】,2013年12月,27116,生野区,,28376,1639,***,25768,92,27,353,17,***,66,171,243
人数【人】,2013年12月,27117,旭区,,2016,399,***,1263,46,37,86,4,***,20,20,141
人数【人】,2013年12月,27118,城東区,,4874,1340,***,2977,110,20,43,4,***,40,58,282
人数【人】,2013年12月,27119,阿倍野区,,2277,490,***,1216,46,3,137,5,***,71,117,192
人数【人】,2013年12月,27120,住吉区,,3407,823,***,1935,114,41,24,14,***,54,75,327
人数【人】,2013年12月,27121,東住吉区,,2966,696,***,1860,79,10,73,3,***,35,55,155
人数【人】,2013年12月,27122,西成区,,6591,1183,***,4671,225,42,121,16,***,34,108,191
人数【人】,2013年12月,27123,淀川区,,5371,1693,***,2639,189,21,113,23,***,93,165,435
人数【人】,2013年12月,27124,鶴見区,,1884,429,***,1256,61,3,8,2,***,19,30,76
人数【人】,2013年12月,27125,住之江区,,3181,957,***,1606,151,84,24,60,***,18,69,212
人数【人】,2013年12月,27126,平野区,,7624,2160,***,4643,200,42,246,35,***,34,52,212
人数【人】,2013年12月,27127,北区,,4427,1496,***,1933,128,26,34,11,***,113,119,567
人数【人】,2013年12月,27128,中央区,,7405,2420,***,2987,438,143,72,19,***,126,309,891
人数【人】,2013年12月,27140,堺市,,11956,4504,***,4828,642,354,382,222,***,125,157,742
人数【人】,2013年12月,27141,堺区,,3603,843,***,1764,254,144,86,189,***,28,55,240
人数【人】,2013年12月,27142,中区,,1121,351,***,544,86,39,14,6,***,9,14,58
人数【人】,2013年12月,27143,東区,,585,137,***,266,37,19,43,2,***,16,5,60
人数【人】,2013年12月,27144,西区,,1492,404,***,751,68,86,48,5,***,17,28,85
人数【人】,2013年12月,27145,南区,,2730,1846,***,496,95,23,130,12,***,23,19,86
人数【人】,2013年12月,27146,北区,,1841,698,***,790,64,29,27,5,***,23,33,172
人数【人】,2013年12月,27147,美原区,,584,225,***,217,38,14,34,3,***,9,3,41
人数【人】,2013年12月,27202,岸和田市,,1872,355,***,1104,109,41,58,5,***,24,22,154
人数【人】,2013年12月,27203,豊中市,,4731,1125,***,2279,155,64,94,43,***,114,112,745
人数【人】,2013年12月,27204,池田市,,1415,396,***,614,48,16,27,7,***,43,38,226
人数【人】,2013年12月,27205,吹田市,,4385,1406,***,1975,101,27,36,3,***,98,174,565
人数【人】,2013年12月,27206,泉大津市,,1210,154,***,815,66,47,13,3,***,6,17,89
人数【人】,2013年12月,27207,高槻市,,2824,812,***,1346,153,31,47,6,***,58,32,339
人数【人】,2013年12月,27208,貝塚市,,591,204,***,281,28,3,23,3,***,4,12,33
人数【人】,2013年12月,27209,守口市,,2417,505,***,1536,77,13,57,3,***,24,30,172
人数【人】,2013年12月,27210,枚方市,,3891,1464,***,1321,102,78,81,48,***,235,55,507
人数【人】,2013年12月,27211,茨木市,,2551,936,***,928,130,36,34,11,***,58,35,383
人数【人】,2013年12月,27212,八尾市,,6660,1645,***,3474,174,46,945,45,***,29,45,257
人数【人】,2013年12月,27213,泉佐野市,,1006,299,***,342,107,55,5,4,***,21,49,124
人数【人】,2013年12月,27214,富田林市,,931,257,***,389,33,27,108,7,***,12,7,91
人数【人】,2013年12月,27215,寝屋川市,,2732,749,***,1395,179,68,28,49,***,32,23,209
人数【人】,2013年12月,27216,河内長野市,,525,95,***,240,39,36,12,5,***,13,12,73
人数【人】,2013年12月,27217,松原市,,1355,527,***,583,50,45,22,7,***,10,19,92
人数【人】,2013年12月,27218,大東市,,2643,1333,***,904,76,27,127,17,***,17,20,122
人数【人】,2013年12月,27219,和泉市,,1981,371,***,1138,101,42,59,28,***,23,25,194
人数【人】,2013年12月,27220,箕面市,,2370,537,***,702,82,27,87,9,***,107,44,775
人数【人】,2013年12月,27221,柏原市,,1174,238,***,491,17,179,157,11,***,7,18,56
人数【人】,2013年12月,27222,羽曳野市,,847,189,***,503,32,15,17,5,***,13,12,61
人数【人】,2013年12月,27223,門真市,,2812,1364,***,1060,151,12,91,4,***,18,12,100
人数【人】,2013年12月,27224,摂津市,,1104,293,***,613,44,12,47,5,***,18,11,61
人数【人】,2013年12月,27225,高石市,,437,113,***,206,37,17,17,1,***,4,5,37
人数【人】,2013年12月,27226,藤井寺市,,564,91,***,331,27,13,14,3,***,5,5,75
人数【人】,2013年12月,27227,東大阪市,,16904,3166,***,11997,319,169,476,38,***,95,95,549
人数【人】,2013年12月,27228,泉南市,,536,88,***,231,57,19,3,54,***,3,4,77
人数【人】,2013年12月,27229,四條畷市,,513,130,***,289,9,5,8,15,***,6,6,45
人数【人】,2013年12月,27230,交野市,,466,154,***,202,12,12,15,6,***,21,3,41
人数【人】,2013年12月,27231,大阪狭山市,,317,83,***,149,22,5,8,-,***,7,-,43
人数【人】,2013年12月,27232,阪南市,,306,57,***,146,20,7,1,8,***,4,10,53
人数【人】,2013年12月,27301,島本町,,164,28,***,100,7,5,1,-,***,2,1,20
人数【人】,2013年12月,27321,豊能町,,92,12,***,56,3,1,-,-,***,6,3,11
人数【人】,2013年12月,27322,能勢町,,61,7,***,39,5,-,3,-,***,2,-,5
人数【人】,2013年12月,27341,忠岡町,,542,41,***,357,7,60,13,2,***,-,1,61
人数【人】,2013年12月,27361,熊取町,,172,50,***,71,10,2,4,-,***,6,1,28
人数【人】,2013年12月,27362,田尻町,,42,7,***,22,5,2,-,-,***,-,-,6
人数【人】,2013年12月,27366,岬町,,101,14,***,68,4,-,-,-,***,2,2,11
人数【人】,2013年12月,27381,太子町,,67,9,***,34,5,2,5,-,***,1,1,10
人数【人】,2013年12月,27382,河南町,,68,14,***,34,-,-,3,1,***,4,1,11
人数【人】,2013年12月,27383,千早赤阪村,,25,4,***,8,1,-,-,-,***,-,-,12
人数【人】,2013年12月,28100,神戸市,,43039,13335,***,19297,1055,426,1780,192,***,1272,770,4912
人数【人】,2013年12月,28101,東灘区,,4866,1334,***,1548,263,257,70,98,***,305,83,908
人数【人】,2013年12月,28102,灘区,,4281,1242,***,1679,110,21,89,4,***,319,76,741
人数【人】,2013年12月,28105,兵庫区,,4215,1874,***,1597,88,24,259,15,***,28,56,274
人数【人】,2013年12月,28106,長田区,,7090,697,***,5088,69,11,984,12,***,35,37,157
人数【人】,2013年12月,28107,須磨区,,3745,422,***,2826,53,17,127,18,***,52,33,197
人数【人】,2013年12月,28108,垂水区,,2622,823,***,1263,72,11,24,5,***,102,30,292
人数【人】,2013年12月,28109,北区,,1970,390,***,1135,40,21,25,4,***,65,50,240
人数【人】,2013年12月,28110,中央区,,11734,5817,***,2968,252,41,105,27,***,306,381,1837
人数【人】,2013年12月,28111,西区,,2516,736,***,1193,108,23,97,9,***,60,24,266
人数【人】,2013年12月,28201,姫路市,,10189,1596,***,5545,400,162,1887,88,***,81,29,401
人数【人】,2013年12月,28202,尼崎市,,11234,1659,***,8158,279,154,321,61,***,107,42,453
人数【人】,2013年12月,28203,明石市,,2941,817,***,1312,136,115,118,57,***,56,25,305
人数【人】,2013年12月,28204,西宮市,,6272,1131,***,3779,172,153,46,27,***,253,70,641
人数【人】,2013年12月,28205,洲本市,,229,72,***,46,54,3,7,-,***,9,3,35
人数【人】,2013年12月,28206,芦屋市,,1573,317,***,689,35,25,36,44,***,84,30,313
人数【人】,2013年12月,28207,伊丹市,,3153,550,***,2094,79,97,47,13,***,30,10,233
人数【人】,2013年12月,28208,相生市,,342,53,***,229,19,1,11,-,***,8,-,21
人数【人】,2013年12月,28209,豊岡市,,518,252,***,87,75,4,23,2,***,17,2,56
人数【人】,2013年12月,28210,加古川市,,2464,518,***,1035,245,173,138,68,***,32,16,239
人数【人】,2013年12月,28212,赤穂市,,321,61,***,138,42,37,12,-,***,6,1,24
人数【人】,2013年12月,28213,西脇市,,419,90,***,231,37,9,12,1,***,6,-,33
人数【人】,2013年12月,28214,宝塚市,,3032,330,***,2024,84,173,13,12,***,88,42,266
人数【人】,2013年12月,28215,三木市,,984,191,***,288,45,196,20,77,***,8,8,151
人数【人】,2013年12月,28216,高砂市,,1056,88,***,683,80,12,43,24,***,5,1,120
人数【人】,2013年12月,28217,川西市,,1245,186,***,837,25,23,14,3,***,35,5,117
人数【人】,2013年12月,28218,小野市,,631,88,***,148,64,156,70,43,***,9,12,41
人数【人】,2013年12月,28219,三田市,,1037,169,***,503,29,15,60,11,***,45,12,193
人数【人】,2013年12月,28220,加西市,,775,334,***,74,30,111,111,5,***,6,1,103
人数【人】,2013年12月,28221,篠山市,,538,81,***,92,50,174,73,9,***,11,2,46
人数【人】,2013年12月,28222,養父市,,110,38,***,3,29,-,23,-,***,4,1,12
人数【人】,2013年12月,28223,丹波市,,645,305,***,78,85,100,21,2,***,10,-,44
人数【人】,2013年12月,28224,南あわじ市,,243,108,***,38,27,20,7,11,***,8,1,23
人数【人】,2013年12月,28225,朝来市,,201,65,***,19,34,34,9,-,***,8,-,32
人数【人】,2013年12月,28226,淡路市,,204,55,***,56,33,-,17,2,***,5,1,35
人数【人】,2013年12月,28227,宍粟市,,183,97,***,25,24,3,3,12,***,12,1,6
人数【人】,2013年12月,28228,加東市,,524,272,***,61,37,21,51,30,***,6,4,42
人数【人】,2013年12月,28229,たつの市,,422,111,***,120,18,19,18,55,***,13,7,61
人数【人】,2013年12月,28301,猪名川町,,157,35,***,79,7,2,6,-,***,8,1,19
人数【人】,2013年12月,28365,多可町,,159,71,***,17,23,8,27,-,***,5,-,8
人数【人】,2013年12月,28381,稲美町,,252,36,***,45,37,13,48,-,***,-,5,68
人数【人】,2013年12月,28382,播磨町,,405,97,***,126,68,39,44,4,***,4,2,21
人数【人】,2013年12月,28442,市川町,,76,55,***,6,1,-,7,-,***,2,-,5
人数【人】,2013年12月,28443,福崎町,,333,240,***,26,7,3,33,-,***,4,-,20
人数【人】,2013年12月,28446,神河町,,28,8,***,1,4,5,-,1,***,1,-,8
人数【人】,2013年12月,28464,太子町,,213,39,***,83,13,8,31,4,***,3,-,32
人数【人】,2013年12月,28481,上郡町,,98,13,***,39,26,8,6,-,***,-,-,6
人数【人】,2013年12月,28501,佐用町,,90,42,***,20,2,2,7,1,***,1,1,14
人数【人】,2013年12月,28585,香美町,,106,57,***,14,18,-,9,-,***,5,-,3
人数【人】,2013年12月,28586,新温泉町,,100,50,***,12,3,-,-,-,***,2,-,33
人数【人】,2013年12月,29201,奈良市,,2976,952,***,1122,179,59,51,10,***,107,53,443
人数【人】,2013年12月,29202,大和高田市,,555,168,***,254,51,11,20,1,***,5,12,33
人数【人】,2013年12月,29203,大和郡山市,,754,303,***,222,34,93,27,8,***,8,9,50
人数【人】,2013年12月,29204,天理市,,824,252,***,241,39,59,20,6,***,32,42,133
人数【人】,2013年12月,29205,橿原市,,1138,334,***,360,140,55,16,85,***,15,16,117
人数【人】,2013年12月,29206,桜井市,,595,134,***,401,18,13,-,5,***,6,3,15
人数【人】,2013年12月,29207,五條市,,209,96,***,54,24,11,1,-,***,2,4,17
人数【人】,2013年12月,29208,御所市,,213,113,***,40,6,2,26,-,***,1,12,13
人数【人】,2013年12月,29209,生駒市,,1041,193,***,380,36,37,16,18,***,86,17,258
人数【人】,2013年12月,29210,香芝市,,485,128,***,252,15,15,3,1,***,7,8,56
人数【人】,2013年12月,29211,葛城市,,252,78,***,114,24,4,4,8,***,3,3,14
人数【人】,2013年12月,29212,宇陀市,,176,50,***,70,12,12,7,-,***,6,4,15
人数【人】,2013年12月,29322,山添村,,19,1,***,1,-,-,12,-,***,1,-,4
人数【人】,2013年12月,29342,平群町,,91,16,***,43,2,-,6,-,***,7,1,16
人数【人】,2013年12月,29343,三郷町,,151,32,***,56,2,7,14,-,***,1,1,38
人数【人】,2013年12月,29344,斑鳩町,,160,21,***,50,5,15,1,34,***,-,-,34
人数【人】,2013年12月,29345,安堵町,,102,32,***,29,4,24,-,2,***,2,2,7
人数【人】,2013年12月,29361,川西町,,140,62,***,17,5,6,-,13,***,1,1,35
人数【人】,2013年12月,29362,三宅町,,37,23,***,5,3,1,-,-,***,-,3,2
人数【人】,2013年12月,29363,田原本町,,182,77,***,46,7,13,4,21,***,1,1,12
人数【人】,2013年12月,29385,曽爾村,,16,-,***,12,-,-,2,-,***,2,-,-
人数【人】,2013年12月,29386,御杖村,,4,-,***,1,-,-,-,-,***,-,1,2
人数【人】,2013年12月,29401,高取町,,14,10,***,2,-,-,-,-,***,-,1,1
人数【人】,2013年12月,29402,明日香村,,21,6,***,7,2,2,-,-,***,1,-,3
人数【人】,2013年12月,29424,上牧町,,151,20,***,87,17,5,2,-,***,1,4,15
人数【人】,2013年12月,29425,王寺町,,240,53,***,70,6,-,17,-,***,11,27,56
人数【人】,2013年12月,29426,広陵町,,182,59,***,94,5,3,-,-,***,3,4,14
人数【人】,2013年12月,29427,河合町,,100,16,***,59,10,7,-,2,***,1,-,5
人数【人】,2013年12月,29441,吉野町,,68,10,***,4,3,28,-,1,***,2,-,20
人数【人】,2013年12月,29442,大淀町,,198,25,***,135,6,3,-,1,***,3,-,25
人数【人】,2013年12月,29443,下市町,,25,-,***,3,3,2,10,-,***,2,1,4
人数【人】,2013年12月,29444,黒滝村,,4,1,***,2,-,-,-,-,***,1,-,-
人数【人】,2013年12月,29446,天川村,,2,-,***,1,-,-,-,-,***,1,-,-
人数【人】,2013年12月,29447,野迫川村,,-,-,***,-,-,-,-,-,***,-,-,-
人数【人】,2013年12月,29449,十津川村,,9,-,***,-,1,-,-,-,***,1,1,6
人数【人】,2013年12月,29450,下北山村,,9,2,***,1,-,2,-,-,***,1,3,-
人数【人】,2013年12月,29451,上北山村,,2,-,***,-,1,-,-,-,***,1,-,-
人数【人】,2013年12月,29452,川上村,,5,-,***,2,1,-,-,-,***,1,-,1
人数【人】,2013年12月,29453,東吉野村,,14,6,***,7,-,-,-,-,***,-,-,1
人数【人】,2013年12月,30201,和歌山市,,3340,823,***,1592,233,33,33,9,***,69,33,515
人数【人】,2013年12月,30202,海南市,,208,77,***,84,3,1,-,-,***,8,1,34
人数【人】,2013年12月,30203,橋本市,,247,56,***,117,27,-,-,1,***,13,4,29
人数【人】,2013年12月,30204,有田市,,148,29,***,89,15,1,1,-,***,7,-,6
人数【人】,2013年12月,30205,御坊市,,146,52,***,45,9,8,-,-,***,6,3,23
人数【人】,2013年12月,30206,田辺市,,271,47,***,61,105,-,1,-,***,20,6,31
人数【人】,2013年12月,30207,新宮市,,187,13,***,74,50,3,2,2,***,8,1,34
人数【人】,2013年12月,30208,紀の川市,,247,64,***,93,20,11,20,1,***,3,2,33
人数【人】,2013年12月,30209,岩出市,,282,53,***,138,17,4,18,-,***,5,2,45
人数【人】,2013年12月,30304,紀美野町,,21,14,***,2,2,-,-,-,***,1,-,2
人数【人】,2013年12月,30341,かつらぎ町,,80,14,***,48,6,1,-,-,***,-,-,11
人数【人】,2013年12月,30343,九度山町,,6,1,***,2,2,-,-,-,***,1,-,-
人数【人】,2013年12月,30344,高野町,,19,3,***,2,1,-,-,-,***,3,-,10
人数【人】,2013年12月,30361,湯浅町,,51,18,***,12,6,6,-,-,***,-,1,8
人数【人】,2013年12月,30362,広川町,,27,7,***,4,5,2,-,-,***,-,1,8
人数【人】,2013年12月,30366,有田川町,,71,20,***,15,5,-,11,-,***,3,1,16
人数【人】,2013年12月,30381,美浜町,,25,6,***,15,-,-,-,-,***,-,1,3
人数【人】,2013年12月,30382,日高町,,17,3,***,7,1,1,1,-,***,1,1,2
人数【人】,2013年12月,30383,由良町,,23,-,***,6,1,3,8,-,***,1,-,4
人数【人】,2013年12月,30390,印南町,,24,14,***,3,2,-,-,-,***,1,2,2
人数【人】,2013年12月,30391,みなべ町,,55,27,***,14,8,-,-,-,***,2,-,4
人数【人】,2013年12月,30392,日高川町,,41,14,***,7,3,-,3,-,***,-,-,14
人数【人】,2013年12月,30401,白浜町,,112,42,***,30,20,2,-,-,***,5,2,11
人数【人】,2013年12月,30404,上富田町,,49,7,***,25,6,-,-,-,***,3,1,7
人数【人】,2013年12月,30406,すさみ町,,22,13,***,1,5,-,-,-,***,1,-,2
人数【人】,2013年12月,30421,那智勝浦町,,127,20,***,45,30,-,1,-,***,4,-,27
人数【人】,2013年12月,30422,太地町,,9,1,***,2,2,-,-,-,***,1,-,3
人数【人】,2013年12月,30424,古座川町,,12,2,***,4,1,1,-,-,***,2,-,2
人数【人】,2013年12月,30427,北山村,,-,-,***,-,-,-,-,-,***,-,-,-
人数【人】,2013年12月,30428,串本町,,56,12,***,18,12,1,6,-,***,4,1,2
人数【人】,2013年12月,31201,鳥取市,,1234,494,***,341,133,2,30,-,***,28,12,194
人数【人】,2013年12月,31202,米子市,,1173,256,***,491,161,6,56,-,***,27,5,171
人数【人】,2013年12月,31203,倉吉市,,258,108,***,65,49,1,2,-,***,8,3,22
人数【人】,2013年12月,31204,境港市,,435,161,***,119,47,1,59,-,***,2,1,45
人数【人】,2013年12月,31302,岩美町,,84,77,***,2,3,-,-,-,***,2,-,-
人数【人】,2013年12月,31325,若桜町,,36,34,***,-,-,-,-,-,***,1,1,-
人数【人】,2013年12月,31328,智頭町,,38,22,***,7,5,-,-,-,***,1,-,3
人数【人】,2013年12月,31329,八頭町,,56,24,***,10,11,-,5,-,***,3,2,1
人数【人】,2013年12月,31364,三朝町,,56,21,***,5,7,-,2,-,***,-,-,21
人数【人】,2013年12月,31370,湯梨浜町,,89,45,***,9,23,-,-,-,***,3,-,9
人数【人】,2013年12月,31371,琴浦町,,106,41,***,32,9,1,6,-,***,5,5,7
人数【人】,2013年12月,31372,北栄町,,74,15,***,9,19,1,21,-,***,1,3,5
人数【人】,2013年12月,31384,日吉津村,,27,2,***,24,1,-,-,-,***,-,-,-
人数【人】,2013年12月,31386,大山町,,44,10,***,21,7,-,1,-,***,2,-,3
人数【人】,2013年12月,31389,南部町,,78,57,***,11,3,-,4,-,***,1,-,2
人数【人】,2013年12月,31390,伯耆町,,65,32,***,17,5,4,-,-,***,1,-,6
人数【人】,2013年12月,31401,日南町,,28,15,***,3,4,-,2,-,***,2,-,2
人数【人】,2013年12月,31402,日野町,,17,11,***,1,4,-,1,-,***,-,-,-
人数【人】,2013年12月,31403,江府町,,8,2,***,1,2,-,-,-,***,1,-,2
人数【人】,2013年12月,32201,松江市,,1154,418,***,231,243,18,30,1,***,39,6,168
人数【人】,2013年12月,32202,浜田市,,644,331,***,105,104,22,6,1,***,17,7,51
人数【人】,2013年12月,32203,出雲市,,2060,450,***,172,171,1121,35,-,***,22,-,89
人数【人】,2013年12月,32204,益田市,,320,118,***,100,70,4,-,-,***,8,-,20
人数【人】,2013年12月,32205,大田市,,301,73,***,37,43,129,-,-,***,6,-,13
人数【人】,2013年12月,32206,安来市,,132,58,***,31,33,-,1,-,***,3,1,5
人数【人】,2013年12月,32207,江津市,,243,163,***,40,24,1,3,-,***,4,-,8
人数【人】,2013年12月,32209,雲南市,,218,119,***,28,43,-,16,-,***,7,-,5
人数【人】,2013年12月,32343,奥出雲町,,88,38,***,2,22,-,7,-,***,3,-,16
人数【人】,2013年12月,32386,飯南町,,26,12,***,3,5,-,-,-,***,2,-,4
人数【人】,2013年12月,32441,川本町,,17,9,***,5,-,-,-,-,***,2,-,1
人数【人】,2013年12月,32448,美郷町,,18,2,***,10,3,-,-,-,***,1,-,2
人数【人】,2013年12月,32449,邑南町,,55,32,***,8,8,1,-,-,***,4,-,2
人数【人】,2013年12月,32501,津和野町,,61,29,***,7,13,-,9,-,***,1,-,2
人数【人】,2013年12月,32505,吉賀町,,98,67,***,5,13,1,4,1,***,1,-,6
人数【人】,2013年12月,32525,海士町,,7,-,***,2,2,-,-,-,***,1,-,2
人数【人】,2013年12月,32526,西ノ島町,,10,-,***,5,2,-,-,-,***,1,1,1
人数【人】,2013年12月,32527,知夫村,,1,-,***,-,-,-,-,-,***,1,-,-
人数【人】,2013年12月,32528,隠岐の島町,,77,3,***,16,52,-,-,-,***,2,-,4
人数【人】,2013年12月,33100,岡山市,,9562,4284,***,2942,543,219,412,34,***,172,77,879
人数【人】,2013年12月,33101,北区,,5778,2785,***,1477,294,161,261,17,***,112,45,626
人数【人】,2013年12月,33102,中区,,1414,607,***,497,81,23,26,6,***,38,15,121
人数【人】,2013年12月,33103,東区,,649,328,***,154,59,17,22,9,***,6,6,48
人数【人】,2013年12月,33104,南区,,1721,564,***,814,109,18,103,2,***,16,11,84
人数【人】,2013年12月,33202,倉敷市,,5212,1940,***,2051,399,150,151,8,***,53,28,432
人数【人】,2013年12月,33203,津山市,,789,264,***,161,98,67,71,14,***,13,3,98
人数【人】,2013年12月,33204,玉野市,,427,203,***,64,60,39,8,4,***,3,2,44
人数【人】,2013年12月,33205,笠岡市,,317,197,***,21,23,5,15,8,***,5,2,41
人数【人】,2013年12月,33207,井原市,,500,377,***,8,34,10,17,31,***,2,-,21
人数【人】,2013年12月,33208,総社市,,748,231,***,66,51,284,35,27,***,4,-,50
人数【人】,2013年12月,33209,高梁市,,586,387,***,72,25,6,25,-,***,7,6,58
人数【人】,2013年12月,33210,新見市,,231,88,***,46,35,1,8,-,***,7,7,39
人数【人】,2013年12月,33211,備前市,,539,250,***,109,52,13,61,4,***,5,2,43
人数【人】,2013年12月,33212,瀬戸内市,,385,144,***,88,14,4,85,-,***,8,-,42
人数【人】,2013年12月,33213,赤磐市,,255,130,***,46,13,11,30,-,***,13,-,12
人数【人】,2013年12月,33214,真庭市,,191,89,***,42,18,5,8,1,***,7,-,21
