表章項目,時間軸（月次）,市区町村 コード,市区町村,/国籍07,総数,中国,韓国,韓国・朝鮮,フィリピン,ブラジル,ベトナム,ペルー,ネパール,米国,台湾,その他
人数【人】,2016年6月,45403,西米良村,,2,-,-,***,-,-,-,***,-,1,-,1
人数【人】,2016年6月,45404,木城町,,8,-,3,***,-,2,-,***,-,2,-,1
人数【人】,2016年6月,45405,川南町,,70,16,3,***,7,-,33,***,-,-,-,11
人数【人】,2016年6月,45406,都農町,,11,5,4,***,1,-,-,***,-,1,-,-
人数【人】,2016年6月,45421,門川町,,50,28,7,***,5,-,5,***,-,1,3,1
人数【人】,2016年6月,45429,諸塚村,,6,-,2,***,2,-,-,***,-,-,-,2
人数【人】,2016年6月,45430,椎葉村,,4,-,-,***,4,-,-,***,-,-,-,-
人数【人】,2016年6月,45431,美郷町,,14,1,2,***,10,-,-,***,-,-,-,1
人数【人】,2016年6月,45441,高千穂町,,14,2,3,***,3,1,-,***,-,3,1,1
人数【人】,2016年6月,45442,日之影町,,5,-,-,***,3,-,-,***,-,2,-,-
人数【人】,2016年6月,45443,五ヶ瀬町,,6,-,3,***,2,-,-,***,-,1,-,-
人数【人】,2016年6月,46201,鹿児島市,,2264,897,237,***,208,13,189,***,34,125,68,493
人数【人】,2016年6月,46203,鹿屋市,,413,72,22,***,202,3,46,***,4,14,10,40
人数【人】,2016年6月,46204,枕崎市,,317,182,2,***,69,-,31,***,-,5,-,28
人数【人】,2016年6月,46206,阿久根市,,95,26,5,***,22,1,30,***,-,2,-,9
人数【人】,2016年6月,46208,出水市,,462,196,14,***,90,1,120,***,2,11,4,24
人数【人】,2016年6月,46210,指宿市,,233,87,14,***,39,1,60,***,-,8,4,20
人数【人】,2016年6月,46213,西之表市,,67,20,4,***,12,-,15,***,-,2,-,14
人数【人】,2016年6月,46214,垂水市,,159,77,3,***,49,-,13,***,-,1,-,16
人数【人】,2016年6月,46215,薩摩川内市,,381,113,26,***,128,-,59,***,11,9,14,21
人数【人】,2016年6月,46216,日置市,,168,37,14,***,15,2,45,***,6,7,1,41
人数【人】,2016年6月,46217,曽於市,,163,24,5,***,24,1,91,***,2,5,-,11
人数【人】,2016年6月,46218,霧島市,,440,150,52,***,74,1,37,***,15,16,12,83
人数【人】,2016年6月,46219,いちき串木野市,,137,8,4,***,28,-,56,***,23,2,5,11
人数【人】,2016年6月,46220,南さつま市,,80,34,5,***,11,1,18,***,-,3,-,8
人数【人】,2016年6月,46221,志布志市,,251,96,7,***,57,1,52,***,4,6,1,27
人数【人】,2016年6月,46222,奄美市,,106,26,9,***,16,1,23,***,-,6,3,22
人数【人】,2016年6月,46223,南九州市,,255,29,7,***,113,4,81,***,-,8,1,12
人数【人】,2016年6月,46224,伊佐市,,70,11,7,***,21,3,19,***,-,1,-,8
人数【人】,2016年6月,46225,姶良市,,175,60,14,***,27,2,37,***,2,8,-,25
人数【人】,2016年6月,46303,三島村,,3,-,-,***,2,-,-,***,-,-,-,1
人数【人】,2016年6月,46304,十島村,,1,-,-,***,-,-,-,***,-,-,-,1
人数【人】,2016年6月,46392,さつま町,,182,32,2,***,51,1,83,***,-,3,1,9
人数【人】,2016年6月,46404,長島町,,54,12,-,***,11,-,26,***,-,-,-,5
人数【人】,2016年6月,46452,湧水町,,35,14,1,***,15,-,3,***,-,-,-,2
人数【人】,2016年6月,46468,大崎町,,195,86,2,***,66,-,33,***,-,1,-,7
人数【人】,2016年6月,46482,東串良町,,82,40,-,***,23,-,11,***,-,1,-,7
人数【人】,2016年6月,46490,錦江町,,48,4,2,***,26,-,12,***,-,1,-,3
人数【人】,2016年6月,46491,南大隅町,,19,4,3,***,10,-,-,***,-,-,-,2
人数【人】,2016年6月,46492,肝付町,,81,38,-,***,26,-,3,***,1,3,1,9
人数【人】,2016年6月,46501,中種子町,,13,1,3,***,5,-,1,***,-,2,-,1
人数【人】,2016年6月,46502,南種子町,,11,1,1,***,3,-,3,***,-,3,-,-
人数【人】,2016年6月,46505,屋久島町,,88,23,9,***,32,1,-,***,-,7,1,15
人数【人】,2016年6月,46523,大和村,,1,-,1,***,-,-,-,***,-,-,-,-
人数【人】,2016年6月,46524,宇検村,,2,-,-,***,-,-,-,***,-,-,-,2
人数【人】,2016年6月,46525,瀬戸内町,,10,2,2,***,1,-,-,***,-,1,-,4
人数【人】,2016年6月,46527,龍郷町,,12,1,2,***,2,-,-,***,-,1,1,5
人数【人】,2016年6月,46529,喜界町,,41,3,2,***,35,-,-,***,-,1,-,-
人数【人】,2016年6月,46530,徳之島町,,47,3,3,***,37,-,-,***,-,2,-,2
人数【人】,2016年6月,46531,天城町,,34,1,-,***,29,-,1,***,-,1,-,2
人数【人】,2016年6月,46532,伊仙町,,21,-,1,***,17,-,2,***,-,1,-,-
人数【人】,2016年6月,46533,和泊町,,99,34,3,***,23,1,31,***,-,2,-,5
人数【人】,2016年6月,46534,知名町,,68,7,3,***,47,-,6,***,-,4,-,1
人数【人】,2016年6月,46535,与論町,,11,2,1,***,1,1,-,***,-,1,-,5
人数【人】,2016年6月,47201,那覇市,,3792,780,376,***,247,50,258,***,1034,226,315,506
人数【人】,2016年6月,47205,宜野湾市,,1101,157,86,***,280,24,29,***,35,290,47,153
人数【人】,2016年6月,47207,石垣市,,340,27,39,***,39,6,12,***,7,24,44,142
人数【人】,2016年6月,47208,浦添市,,734,62,47,***,72,7,50,***,282,105,25,84
人数【人】,2016年6月,47209,名護市,,364,81,49,***,58,11,8,***,4,59,16,78
人数【人】,2016年6月,47210,糸満市,,362,69,28,***,38,4,27,***,-,22,13,161
人数【人】,2016年6月,47211,沖縄市,,1379,123,95,***,297,35,27,***,3,474,37,288
人数【人】,2016年6月,47212,豊見城市,,208,61,25,***,26,8,10,***,-,27,16,35
人数【人】,2016年6月,47213,うるま市,,877,91,29,***,131,5,61,***,100,259,7,194
人数【人】,2016年6月,47214,宮古島市,,267,21,39,***,78,3,47,***,6,21,11,41
人数【人】,2016年6月,47215,南城市,,175,13,11,***,39,8,3,***,8,22,8,63
人数【人】,2016年6月,47301,国頭村,,32,1,2,***,7,-,7,***,1,5,1,8
人数【人】,2016年6月,47302,大宜味村,,15,-,1,***,1,1,3,***,-,1,-,8
人数【人】,2016年6月,47303,東村,,4,1,-,***,1,-,-,***,-,1,-,1
人数【人】,2016年6月,47306,今帰仁村,,34,13,5,***,3,1,-,***,-,5,-,7
人数【人】,2016年6月,47308,本部町,,62,4,7,***,4,1,-,***,-,12,9,25
人数【人】,2016年6月,47311,恩納村,,605,74,48,***,14,5,6,***,8,94,57,299
人数【人】,2016年6月,47313,宜野座村,,28,-,-,***,6,-,1,***,-,14,-,7
人数【人】,2016年6月,47314,金武町,,96,4,2,***,39,-,-,***,-,33,-,18
人数【人】,2016年6月,47315,伊江村,,14,7,-,***,2,-,-,***,-,1,-,4
人数【人】,2016年6月,47324,読谷村,,524,10,36,***,75,9,5,***,-,264,29,96
人数【人】,2016年6月,47325,嘉手納町,,93,2,4,***,35,3,-,***,-,35,4,10
人数【人】,2016年6月,47326,北谷町,,703,49,42,***,145,66,3,***,16,226,30,126
人数【人】,2016年6月,47327,北中城村,,301,17,9,***,57,4,-,***,-,122,3,89
人数【人】,2016年6月,47328,中城村,,159,21,13,***,5,10,7,***,7,36,12,48
人数【人】,2016年6月,47329,西原町,,453,86,42,***,14,7,33,***,5,35,21,210
人数【人】,2016年6月,47348,与那原町,,103,20,16,***,13,4,8,***,1,18,4,19
人数【人】,2016年6月,47350,南風原町,,97,26,11,***,19,-,2,***,-,16,6,17
人数【人】,2016年6月,47353,渡嘉敷村,,11,-,5,***,2,-,-,***,-,1,-,3
人数【人】,2016年6月,47354,座間味村,,9,-,1,***,1,-,-,***,-,1,3,3
人数【人】,2016年6月,47355,粟国村,,4,1,-,***,-,2,-,***,-,1,-,-
人数【人】,2016年6月,47356,渡名喜村,,2,-,-,***,-,-,-,***,-,1,-,1
人数【人】,2016年6月,47357,南大東村,,35,3,-,***,22,-,-,***,-,2,-,8
人数【人】,2016年6月,47358,北大東村,,4,-,-,***,3,-,-,***,-,1,-,-
人数【人】,2016年6月,47359,伊平屋村,,11,-,-,***,9,-,-,***,-,1,1,-
人数【人】,2016年6月,47360,伊是名村,,22,-,1,***,9,-,1,***,-,-,-,11
人数【人】,2016年6月,47361,久米島町,,45,3,5,***,6,2,7,***,-,8,2,12
人数【人】,2016年6月,47362,八重瀬町,,79,8,6,***,17,5,9,***,-,13,2,19
人数【人】,2016年6月,47375,多良間村,,17,-,-,***,15,-,2,***,-,-,-,-
人数【人】,2016年6月,47381,竹富町,,47,5,5,***,3,12,5,***,-,1,13,3
人数【人】,2016年6月,47382,与那国町,,6,-,1,***,2,-,-,***,-,-,-,3
人数【人】,2016年6月,90001,未定・不詳,,1789,184,179,***,211,85,128,***,7,133,136,726
