表章項目,時間軸（月次）,市区町村 コード,市区町村,/国籍07,総数,中国,韓国,韓国・朝鮮,フィリピン,ブラジル,ベトナム,ペルー,ネパール,米国,台湾,その他
人数【人】,2016年6月,12204,船橋市,,15036,6406,1553,***,1147,404,2065,***,897,228,263,2073
人数【人】,2016年6月,12205,館山市,,403,94,72,***,128,3,14,***,3,10,32,47
人数【人】,2016年6月,12206,木更津市,,2131,469,334,***,449,174,309,***,6,33,26,331
人数【人】,2016年6月,12207,松戸市,,13920,5915,1574,***,1627,99,2045,***,498,188,242,1732
人数【人】,2016年6月,12208,野田市,,2336,515,159,***,570,68,148,***,23,19,73,761
人数【人】,2016年6月,12210,茂原市,,1070,203,209,***,253,21,44,***,16,16,44,264
人数【人】,2016年6月,12211,成田市,,4086,694,416,***,677,99,272,***,173,62,235,1458
人数【人】,2016年6月,12212,佐倉市,,2556,475,250,***,462,91,108,***,69,56,97,948
人数【人】,2016年6月,12213,東金市,,1781,804,267,***,163,16,124,***,-,17,79,311
人数【人】,2016年6月,12215,旭市,,1168,320,38,***,166,11,127,***,3,12,25,466
人数【人】,2016年6月,12216,習志野市,,3334,1158,401,***,369,251,248,***,206,52,50,599
人数【人】,2016年6月,12217,柏市,,7320,2695,1017,***,820,96,789,***,209,122,195,1377
人数【人】,2016年6月,12218,勝浦市,,166,28,18,***,18,4,7,***,-,8,3,80
人数【人】,2016年6月,12219,市原市,,5059,831,745,***,1623,351,180,***,46,58,91,1134
人数【人】,2016年6月,12220,流山市,,2030,642,298,***,326,45,114,***,45,70,45,445
人数【人】,2016年6月,12221,八千代市,,4446,972,368,***,722,625,382,***,229,56,109,983
人数【人】,2016年6月,12222,我孫子市,,1694,534,207,***,211,19,209,***,70,22,44,378
人数【人】,2016年6月,12223,鴨川市,,515,221,38,***,109,2,50,***,7,25,18,45
人数【人】,2016年6月,12224,鎌ケ谷市,,1312,370,211,***,201,14,81,***,32,32,34,337
人数【人】,2016年6月,12225,君津市,,785,186,133,***,211,49,49,***,17,14,34,92
人数【人】,2016年6月,12226,富津市,,399,50,83,***,77,52,53,***,1,6,6,71
人数【人】,2016年6月,12227,浦安市,,3556,1268,514,***,355,41,208,***,76,186,116,792
人数【人】,2016年6月,12228,四街道市,,1760,327,148,***,195,12,103,***,12,18,154,791
人数【人】,2016年6月,12229,袖ケ浦市,,655,164,85,***,129,14,41,***,10,8,12,192
人数【人】,2016年6月,12230,八街市,,1732,346,138,***,337,50,88,***,48,13,72,640
人数【人】,2016年6月,12231,印西市,,1408,554,214,***,140,26,89,***,4,45,49,287
人数【人】,2016年6月,12232,白井市,,851,267,100,***,90,10,144,***,-,15,17,208
人数【人】,2016年6月,12233,富里市,,1829,265,240,***,364,119,137,***,7,15,80,602
人数【人】,2016年6月,12234,南房総市,,314,138,23,***,74,1,43,***,-,10,8,17
人数【人】,2016年6月,12235,匝瑳市,,421,90,29,***,45,1,37,***,1,8,34,176
人数【人】,2016年6月,12236,香取市,,875,235,59,***,90,28,95,***,-,10,55,303
人数【人】,2016年6月,12237,山武市,,782,105,77,***,147,10,54,***,-,15,37,337
人数【人】,2016年6月,12238,いすみ市,,527,102,43,***,162,7,42,***,1,25,25,120
人数【人】,2016年6月,12239,大網白里市,,579,149,70,***,107,4,27,***,8,16,19,179
人数【人】,2016年6月,12322,酒々井町,,399,99,47,***,61,3,8,***,17,3,23,138
人数【人】,2016年6月,12329,栄町,,196,24,20,***,42,17,5,***,-,3,9,76
人数【人】,2016年6月,12342,神崎町,,76,7,5,***,10,1,7,***,-,3,8,35
人数【人】,2016年6月,12347,多古町,,345,153,8,***,24,1,50,***,1,2,35,71
人数【人】,2016年6月,12349,東庄町,,231,42,2,***,40,10,34,***,-,2,6,95
人数【人】,2016年6月,12402,大網白里町,,***,***,***,***,***,***,***,***,***,***,***,***
人数【人】,2016年6月,12403,九十九里町,,290,162,18,***,23,5,16,***,-,2,6,58
人数【人】,2016年6月,12409,芝山町,,218,48,13,***,40,-,12,***,4,2,4,95
人数【人】,2016年6月,12410,横芝光町,,290,35,37,***,44,11,32,***,-,4,7,120
人数【人】,2016年6月,12421,一宮町,,102,31,16,***,21,2,-,***,-,10,2,20
人数【人】,2016年6月,12422,睦沢町,,46,7,3,***,10,-,3,***,-,3,8,12
人数【人】,2016年6月,12423,長生村,,88,17,17,***,19,2,1,***,-,4,6,22
人数【人】,2016年6月,12424,白子町,,118,35,16,***,21,1,8,***,-,1,4,32
人数【人】,2016年6月,12426,長柄町,,77,17,9,***,12,1,1,***,-,-,2,35
人数【人】,2016年6月,12427,長南町,,43,18,5,***,4,1,-,***,-,-,4,11
人数【人】,2016年6月,12441,大多喜町,,50,9,7,***,12,3,5,***,-,-,1,13
人数【人】,2016年6月,12443,御宿町,,45,10,8,***,6,-,-,***,-,7,1,13
人数【人】,2016年6月,12463,鋸南町,,43,9,7,***,21,-,-,***,2,2,1,1
人数【人】,2016年6月,13100,特別区部,,408192,155792,77394,***,23076,2192,22384,***,18551,14627,14953,79223
人数【人】,2016年6月,13101,千代田区,,2934,1104,430,***,55,7,49,***,65,215,171,838
人数【人】,2016年6月,13102,中央区,,6388,2389,1199,***,153,17,223,***,115,346,279,1667
人数【人】,2016年6月,13103,港区,,20270,3657,3504,***,998,303,158,***,130,3396,714,7410
人数【人】,2016年6月,13104,新宿区,,40943,12814,10374,***,745,153,3532,***,3217,1014,1890,7204
人数【人】,2016年6月,13105,文京区,,9105,3478,1806,***,234,31,595,***,311,348,413,1889
人数【人】,2016年6月,13106,台東区,,14738,6225,3320,***,696,26,841,***,573,230,447,2380
人数【人】,2016年6月,13107,墨田区,,11358,5149,2000,***,1288,48,414,***,287,139,350,1683
人数【人】,2016年6月,13108,江東区,,26074,12660,4381,***,1544,95,758,***,537,436,585,5078
人数【人】,2016年6月,13109,品川区,,11979,3983,2292,***,730,86,368,***,660,579,536,2745
人数【人】,2016年6月,13110,目黒区,,8271,1531,1556,***,513,62,114,***,280,874,419,2922
人数【人】,2016年6月,13111,大田区,,21420,7553,3459,***,2320,195,986,***,1819,585,888,3615
人数【人】,2016年6月,13112,世田谷区,,18337,4594,4109,***,835,159,582,***,421,1479,811,5347
人数【人】,2016年6月,13113,渋谷区,,10292,1690,1581,***,327,92,243,***,173,1411,618,4157
人数【人】,2016年6月,13114,中野区,,15208,5203,2881,***,449,68,1404,***,1130,495,896,2682
人数【人】,2016年6月,13115,杉並区,,14122,4397,2591,***,465,84,1009,***,1384,686,901,2605
人数【人】,2016年6月,13116,豊島区,,26476,11795,2474,***,479,64,3016,***,2631,428,1200,4389
人数【人】,2016年6月,13117,北区,,18983,9121,2397,***,791,68,1474,***,926,215,516,3475
人数【人】,2016年6月,13118,荒川区,,17629,7031,5338,***,535,26,1487,***,828,142,332,1910
人数【人】,2016年6月,13119,板橋区,,21884,11557,2905,***,1372,104,1196,***,776,329,859,2786
人数【人】,2016年6月,13120,練馬区,,15903,6129,3926,***,972,106,496,***,487,540,636,2611
人数【人】,2016年6月,13121,足立区,,27233,11115,7357,***,3464,180,917,***,344,252,469,3135
人数【人】,2016年6月,13122,葛飾区,,18224,9189,3084,***,1551,76,840,***,606,173,347,2358
人数【人】,2016年6月,13123,江戸川区,,30421,13428,4430,***,2560,142,1682,***,851,315,676,6337
人数【人】,2016年6月,13201,八王子市,,11078,4222,1847,***,1216,187,590,***,428,275,304,2009
人数【人】,2016年6月,13202,立川市,,3769,1678,708,***,322,64,118,***,114,140,88,537
人数【人】,2016年6月,13203,武蔵野市,,2834,880,563,***,83,17,89,***,104,342,154,602
人数【人】,2016年6月,13204,三鷹市,,3325,1006,668,***,172,24,116,***,57,309,172,801
人数【人】,2016年6月,13205,青梅市,,1658,339,242,***,397,50,100,***,32,59,91,348
人数【人】,2016年6月,13206,府中市,,4710,1634,778,***,499,82,182,***,74,249,183,1029
人数【人】,2016年6月,13207,昭島市,,2477,739,502,***,275,48,202,***,177,54,52,428
人数【人】,2016年6月,13208,調布市,,3966,1373,969,***,305,34,134,***,70,144,195,742
人数【人】,2016年6月,13209,町田市,,5446,2024,944,***,555,53,226,***,72,218,159,1195
人数【人】,2016年6月,13210,小金井市,,2342,963,310,***,107,32,102,***,117,143,68,500
人数【人】,2016年6月,13211,小平市,,4517,1441,1004,***,250,52,187,***,73,112,152,1246
人数【人】,2016年6月,13212,日野市,,2858,1112,452,***,236,23,305,***,100,72,57,501
人数【人】,2016年6月,13213,東村山市,,2453,874,447,***,256,7,115,***,95,45,75,539
人数【人】,2016年6月,13214,国分寺市,,1925,809,352,***,101,10,96,***,106,62,75,314
人数【人】,2016年6月,13215,国立市,,1537,529,314,***,92,5,66,***,76,69,58,328
人数【人】,2016年6月,13218,福生市,,3378,685,236,***,379,52,707,***,441,113,105,660
人数【人】,2016年6月,13219,狛江市,,1171,419,199,***,104,2,43,***,74,64,35,231
人数【人】,2016年6月,13220,東大和市,,1108,374,191,***,247,12,12,***,10,28,25,209
人数【人】,2016年6月,13221,清瀬市,,1173,411,154,***,176,8,50,***,53,37,34,250
人数【人】,2016年6月,13222,東久留米市,,1870,600,300,***,248,15,41,***,24,226,42,374
人数【人】,2016年6月,13223,武蔵村山市,,1425,512,153,***,331,98,137,***,6,34,15,139
人数【人】,2016年6月,13224,多摩市,,2385,942,491,***,228,15,116,***,69,67,62,395
人数【人】,2016年6月,13225,稲城市,,1179,397,263,***,172,15,26,***,14,34,37,221
人数【人】,2016年6月,13227,羽村市,,1225,186,94,***,215,106,35,***,9,45,27,508
人数【人】,2016年6月,13228,あきる野市,,707,129,128,***,115,16,72,***,3,49,25,170
人数【人】,2016年6月,13229,西東京市,,3795,1476,834,***,274,43,178,***,53,133,159,645
人数【人】,2016年6月,13303,瑞穂町,,651,92,57,***,187,37,84,***,1,28,11,154
人数【人】,2016年6月,13305,日の出町,,83,13,12,***,21,3,2,***,1,16,1,14
人数【人】,2016年6月,13307,檜原村,,12,-,6,***,2,-,-,***,-,4,-,-
人数【人】,2016年6月,13308,奥多摩町,,30,6,4,***,6,1,4,***,-,2,-,7
人数【人】,2016年6月,13361,大島町,,79,3,9,***,4,1,3,***,1,3,-,55
人数【人】,2016年6月,13362,利島村,,1,-,-,***,-,-,-,***,-,-,-,1
人数【人】,2016年6月,13363,新島村,,9,4,1,***,1,-,-,***,-,-,-,3
人数【人】,2016年6月,13364,神津島村,,4,1,1,***,-,-,1,***,-,1,-,-
人数【人】,2016年6月,13381,三宅村,,39,-,17,***,14,-,7,***,-,1,-,-
人数【人】,2016年6月,13382,御蔵島村,,1,-,1,***,-,-,-,***,-,-,-,-
人数【人】,2016年6月,13401,八丈町,,105,3,46,***,43,3,-,***,-,3,1,6
人数【人】,2016年6月,13402,青ヶ島村,,-,-,-,***,-,-,-,***,-,-,-,-
人数【人】,2016年6月,13421,小笠原村,,21,2,5,***,2,-,-,***,-,7,-,5
人数【人】,2016年6月,14100,横浜市,,87093,35352,13099,***,7561,2554,4398,***,2534,2395,2593,16607
人数【人】,2016年6月,14101,鶴見区,,11346,4318,1522,***,1234,1178,550,***,435,111,200,1798
人数【人】,2016年6月,14102,神奈川区,,5899,2434,1015,***,397,74,311,***,423,162,149,934
人数【人】,2016年6月,14103,西区,,4150,1593,619,***,231,25,239,***,404,119,114,806
人数【人】,2016年6月,14104,中区,,16104,8939,2209,***,732,103,301,***,170,591,772,2287
人数【人】,2016年6月,14105,南区,,8901,4327,1526,***,1079,34,316,***,114,131,322,1052
人数【人】,2016年6月,14106,保土ケ谷区,,4773,2020,708,***,365,46,202,***,282,77,110,963
人数【人】,2016年6月,14107,磯子区,,3956,1886,570,***,408,221,85,***,77,87,111,511
人数【人】,2016年6月,14108,金沢区,,2736,648,360,***,468,117,158,***,65,99,58,763
人数【人】,2016年6月,14109,港北区,,5933,1741,1101,***,529,115,198,***,228,273,206,1542
人数【人】,2016年6月,14110,戸塚区,,3647,1580,503,***,284,136,212,***,44,109,66,713
人数【人】,2016年6月,14111,港南区,,2263,812,514,***,259,31,106,***,43,72,54,372
人数【人】,2016年6月,14112,旭区,,2431,796,425,***,290,23,161,***,92,55,59,530
人数【人】,2016年6月,14113,緑区,,3204,957,359,***,341,192,95,***,23,61,57,1119
人数【人】,2016年6月,14114,瀬谷区,,1574,441,186,***,186,26,275,***,55,34,34,337
人数【人】,2016年6月,14115,栄区,,970,297,184,***,116,16,100,***,3,48,38,168
人数【人】,2016年6月,14116,泉区,,2554,955,166,***,147,36,755,***,21,28,30,416
人数【人】,2016年6月,14117,青葉区,,3650,1106,605,***,229,61,159,***,25,238,108,1119
人数【人】,2016年6月,14118,都筑区,,3002,502,527,***,266,120,175,***,30,100,105,1177
人数【人】,2016年6月,14130,川崎市,,35612,12361,7475,***,4014,783,2068,***,782,814,962,6353
人数【人】,2016年6月,14131,川崎区,,13296,4787,3347,***,1557,436,837,***,210,72,272,1778
人数【人】,2016年6月,14132,幸区,,4415,1756,853,***,479,51,234,***,74,63,129,776
人数【人】,2016年6月,14133,中原区,,4638,1498,898,***,422,51,235,***,231,170,159,974
人数【人】,2016年6月,14134,高津区,,4266,1330,772,***,583,72,255,***,114,142,151,847
人数【人】,2016年6月,14135,多摩区,,3775,1380,626,***,470,65,197,***,110,147,85,695
人数【人】,2016年6月,14136,宮前区,,2976,845,578,***,361,63,174,***,18,118,93,726
人数【人】,2016年6月,14137,麻生区,,2246,765,401,***,142,45,136,***,25,102,73,557
人数【人】,2016年6月,14150,相模原市,,12188,3848,1603,***,1841,312,791,***,189,340,264,3000
人数【人】,2016年6月,14151,緑区,,2624,825,256,***,296,68,338,***,72,64,61,644
人数【人】,2016年6月,14152,中央区,,5123,1654,631,***,981,161,271,***,67,124,83,1151
人数【人】,2016年6月,14153,南区,,4441,1369,716,***,564,83,182,***,50,152,120,1205
人数【人】,2016年6月,14201,横須賀市,,5141,750,862,***,1400,193,170,***,176,451,131,1008
人数【人】,2016年6月,14203,平塚市,,4510,783,375,***,782,674,274,***,37,58,58,1469
人数【人】,2016年6月,14204,鎌倉市,,1268,216,292,***,73,17,22,***,15,137,44,452
人数【人】,2016年6月,14205,藤沢市,,5657,1014,770,***,409,578,479,***,55,202,110,2040
人数【人】,2016年6月,14206,小田原市,,1918,457,300,***,443,119,136,***,28,37,21,377
人数【人】,2016年6月,14207,茅ヶ崎市,,1649,390,284,***,217,86,66,***,48,101,58,399
人数【人】,2016年6月,14208,逗子市,,434,48,109,***,40,-,10,***,3,82,19,123
人数【人】,2016年6月,14210,三浦市,,274,45,39,***,44,11,35,***,1,25,7,67
人数【人】,2016年6月,14211,秦野市,,3161,529,213,***,183,452,433,***,22,38,44,1247
人数【人】,2016年6月,14212,厚木市,,6292,1218,471,***,667,399,1150,***,11,64,90,2222
人数【人】,2016年6月,14213,大和市,,6140,1323,751,***,751,320,725,***,87,108,107,1968
人数【人】,2016年6月,14214,伊勢原市,,1796,370,111,***,240,154,454,***,23,20,27,397
人数【人】,2016年6月,14215,海老名市,,2293,395,244,***,192,168,238,***,12,65,37,942
人数【人】,2016年6月,14216,座間市,,2530,601,270,***,415,142,192,***,15,95,44,756
人数【人】,2016年6月,14217,南足柄市,,374,141,42,***,50,56,5,***,6,5,3,66
人数【人】,2016年6月,14218,綾瀬市,,3139,222,168,***,236,574,595,***,7,43,24,1270
人数【人】,2016年6月,14301,葉山町,,224,19,40,***,16,1,1,***,4,51,3,89
人数【人】,2016年6月,14321,寒川町,,664,73,63,***,66,114,93,***,-,8,13,234
人数【人】,2016年6月,14341,大磯町,,157,36,18,***,25,-,-,***,1,19,7,51
人数【人】,2016年6月,14342,二宮町,,173,29,20,***,19,22,2,***,7,11,4,59
人数【人】,2016年6月,14361,中井町,,299,14,5,***,178,43,4,***,-,1,-,54
人数【人】,2016年6月,14362,大井町,,78,34,11,***,7,5,6,***,2,1,3,9
人数【人】,2016年6月,14363,松田町,,61,12,8,***,18,6,-,***,-,3,1,13
人数【人】,2016年6月,14364,山北町,,68,30,6,***,12,2,10,***,-,-,-,8
人数【人】,2016年6月,14366,開成町,,110,18,15,***,14,25,1,***,8,3,1,25
人数【人】,2016年6月,14382,箱根町,,225,46,38,***,16,20,2,***,11,6,51,35
人数【人】,2016年6月,14383,真鶴町,,50,15,11,***,11,2,-,***,1,3,-,7
人数【人】,2016年6月,14384,湯河原町,,283,41,68,***,51,8,7,***,-,8,8,92
人数【人】,2016年6月,14401,愛川町,,2351,186,33,***,323,489,83,***,-,5,3,1229
人数【人】,2016年6月,14402,清川村,,21,2,-,***,7,4,4,***,-,1,1,2
人数【人】,2016年6月,15100,新潟市,,5066,1868,869,***,342,62,479,***,176,136,75,1059
人数【人】,2016年6月,15101,北区,,619,250,41,***,31,2,3,***,51,10,8,223
人数【人】,2016年6月,15102,東区,,756,241,207,***,96,10,28,***,7,12,4,151
人数【人】,2016年6月,15103,中央区,,1804,452,356,***,96,25,365,***,99,64,20,327
人数【人】,2016年6月,15104,江南区,,284,137,37,***,26,-,34,***,12,6,1,31
人数【人】,2016年6月,15105,秋葉区,,242,107,56,***,21,-,-,***,-,12,4,42
人数【人】,2016年6月,15106,南区,,132,59,21,***,13,7,13,***,-,2,3,14
人数【人】,2016年6月,15107,西区,,980,509,126,***,34,5,5,***,4,26,32,239
人数【人】,2016年6月,15108,西蒲区,,249,113,25,***,25,13,31,***,3,4,3,32
人数【人】,2016年6月,15202,長岡市,,2196,832,113,***,377,97,259,***,7,34,32,445
人数【人】,2016年6月,15204,三条市,,457,146,40,***,110,9,54,***,4,10,5,79
人数【人】,2016年6月,15205,柏崎市,,779,335,54,***,149,6,37,***,14,7,4,173
人数【人】,2016年6月,15206,新発田市,,488,212,40,***,63,8,36,***,11,12,1,105
人数【人】,2016年6月,15208,小千谷市,,178,48,15,***,91,-,-,***,-,4,4,16
人数【人】,2016年6月,15209,加茂市,,95,33,11,***,20,-,12,***,-,2,2,15
人数【人】,2016年6月,15210,十日町市,,319,76,77,***,117,1,11,***,-,5,2,30
人数【人】,2016年6月,15211,見附市,,179,84,18,***,45,2,11,***,-,3,-,16
人数【人】,2016年6月,15212,村上市,,245,78,40,***,54,9,20,***,1,11,3,29
人数【人】,2016年6月,15213,燕市,,409,190,27,***,57,20,27,***,3,11,-,74
人数【人】,2016年6月,15216,糸魚川市,,319,83,41,***,117,10,17,***,2,7,6,36
人数【人】,2016年6月,15217,妙高市,,221,57,25,***,34,14,2,***,-,7,3,79
人数【人】,2016年6月,15218,五泉市,,165,65,19,***,20,-,37,***,-,5,1,18
人数【人】,2016年6月,15222,上越市,,1114,303,216,***,238,36,70,***,3,18,19,211
人数【人】,2016年6月,15223,阿賀野市,,197,116,22,***,20,-,22,***,-,1,1,15
人数【人】,2016年6月,15224,佐渡市,,214,60,21,***,67,7,-,***,-,14,12,33
人数【人】,2016年6月,15225,魚沼市,,153,68,10,***,32,5,10,***,-,1,-,27
人数【人】,2016年6月,15226,南魚沼市,,747,107,57,***,156,3,56,***,1,15,5,347
人数【人】,2016年6月,15227,胎内市,,141,49,12,***,29,-,12,***,1,2,1,35
人数【人】,2016年6月,15307,聖籠町,,126,18,12,***,1,5,40,***,-,2,1,47
人数【人】,2016年6月,15342,弥彦村,,23,5,2,***,5,-,3,***,-,2,-,6
人数【人】,2016年6月,15361,田上町,,43,33,3,***,3,-,1,***,-,-,1,2
人数【人】,2016年6月,15385,阿賀町,,34,17,7,***,-,2,-,***,-,3,1,4
人数【人】,2016年6月,15405,出雲崎町,,13,8,-,***,3,1,-,***,-,1,-,-
人数【人】,2016年6月,15461,湯沢町,,99,29,11,***,15,1,2,***,1,7,5,28
人数【人】,2016年6月,15482,津南町,,88,22,18,***,43,-,-,***,-,-,-,5
人数【人】,2016年6月,15504,刈羽村,,11,7,-,***,3,-,-,***,-,1,-,-
人数【人】,2016年6月,15581,関川村,,28,6,5,***,5,-,6,***,-,1,-,5
人数【人】,2016年6月,15586,粟島浦村,,2,-,-,***,2,-,-,***,-,-,-,-
人数【人】,2016年6月,16201,富山市,,5712,2319,616,***,668,247,646,***,30,81,68,1037
人数【人】,2016年6月,16202,高岡市,,2861,706,94,***,366,1059,285,***,4,25,23,299
人数【人】,2016年6月,16204,魚津市,,378,164,21,***,53,14,32,***,1,8,3,82
人数【人】,2016年6月,16205,氷見市,,408,132,9,***,59,33,118,***,1,6,4,46
人数【人】,2016年6月,16206,滑川市,,279,124,17,***,19,14,69,***,-,5,1,30
人数【人】,2016年6月,16207,黒部市,,316,142,15,***,63,19,19,***,1,9,6,42
人数【人】,2016年6月,16208,砺波市,,561,202,23,***,93,77,104,***,1,11,14,36
人数【人】,2016年6月,16209,小矢部市,,366,177,9,***,21,75,58,***,-,2,1,23
人数【人】,2016年6月,16210,南砺市,,689,360,13,***,113,75,54,***,2,11,6,55
人数【人】,2016年6月,16211,射水市,,2020,331,61,***,382,370,123,***,12,12,9,720
人数【人】,2016年6月,16321,舟橋村,,14,6,1,***,-,-,-,***,-,1,-,6
人数【人】,2016年6月,16322,上市町,,233,32,17,***,26,25,81,***,1,5,2,44
人数【人】,2016年6月,16323,立山町,,196,104,24,***,15,7,22,***,9,1,4,10
人数【人】,2016年6月,16342,入善町,,323,113,14,***,44,69,13,***,-,2,2,66
人数【人】,2016年6月,16343,朝日町,,108,63,16,***,9,3,-,***,-,2,2,13
人数【人】,2016年6月,17201,金沢市,,4889,2038,749,***,261,90,415,***,112,138,87,999
人数【人】,2016年6月,17202,七尾市,,489,157,65,***,58,21,103,***,-,7,8,70
人数【人】,2016年6月,17203,小松市,,1732,352,136,***,61,763,150,***,13,18,9,230
人数【人】,2016年6月,17204,輪島市,,242,44,22,***,36,3,12,***,-,6,2,117
人数【人】,2016年6月,17205,珠洲市,,81,28,3,***,4,-,1,***,1,9,1,34
人数【人】,2016年6月,17206,加賀市,,744,265,134,***,87,33,69,***,2,8,30,116
人数【人】,2016年6月,17207,羽咋市,,102,34,7,***,14,4,19,***,1,3,1,19
人数【人】,2016年6月,17209,かほく市,,266,104,15,***,41,16,55,***,-,6,2,27
人数【人】,2016年6月,17210,白山市,,893,338,65,***,51,34,264,***,11,12,10,108
人数【人】,2016年6月,17211,能美市,,1034,369,61,***,13,23,249,***,4,10,5,300
人数【人】,2016年6月,17212,野々市市,,466,171,84,***,76,18,20,***,-,14,9,74
人数【人】,2016年6月,17324,川北町,,28,10,-,***,-,1,12,***,-,-,-,5
人数【人】,2016年6月,17361,津幡町,,208,86,11,***,46,18,13,***,-,3,5,26
人数【人】,2016年6月,17365,内灘町,,225,98,28,***,18,27,18,***,-,7,4,25
人数【人】,2016年6月,17384,志賀町,,109,60,1,***,26,-,9,***,-,-,2,11
人数【人】,2016年6月,17386,宝達志水町,,145,77,3,***,21,-,34,***,-,1,-,9
人数【人】,2016年6月,17407,中能登町,,188,126,13,***,2,-,31,***,-,1,-,15
人数【人】,2016年6月,17461,穴水町,,73,6,5,***,4,50,-,***,-,2,-,6
人数【人】,2016年6月,17463,能登町,,178,31,11,***,1,1,27,***,-,5,2,100
人数【人】,2016年6月,18201,福井市,,4000,1402,838,***,439,212,325,***,27,77,59,621
人数【人】,2016年6月,18202,敦賀市,,782,72,449,***,99,23,21,***,7,10,2,99
人数【人】,2016年6月,18204,小浜市,,297,79,71,***,121,1,1,***,2,4,2,16
人数【人】,2016年6月,18205,大野市,,427,149,99,***,53,5,18,***,-,6,1,96
人数【人】,2016年6月,18206,勝山市,,235,148,28,***,19,2,7,***,3,3,-,25
人数【人】,2016年6月,18207,鯖江市,,794,272,202,***,57,72,76,***,11,18,2,84
人数【人】,2016年6月,18208,あわら市,,308,133,45,***,42,22,21,***,-,5,4,36
人数【人】,2016年6月,18209,越前市,,3390,343,88,***,214,2490,122,***,-,20,6,107
人数【人】,2016年6月,18210,坂井市,,1255,477,292,***,71,53,188,***,2,15,9,148
人数【人】,2016年6月,18322,永平寺町,,260,109,49,***,9,17,27,***,-,6,6,37
人数【人】,2016年6月,18382,池田町,,9,6,2,***,1,-,-,***,-,-,-,-
人数【人】,2016年6月,18404,南越前町,,59,17,3,***,9,10,3,***,-,-,-,17
人数【人】,2016年6月,18423,越前町,,173,77,14,***,8,13,12,***,-,3,1,45
人数【人】,2016年6月,18442,美浜町,,41,6,12,***,14,-,-,***,-,4,-,5
人数【人】,2016年6月,18481,高浜町,,166,9,39,***,99,5,-,***,-,2,-,12
人数【人】,2016年6月,18483,おおい町,,76,18,18,***,27,-,7,***,4,-,-,2
人数【人】,2016年6月,18501,若狭町,,75,11,15,***,34,-,-,***,-,4,-,11
人数【人】,2016年6月,19201,甲府市,,5144,1533,1110,***,500,353,292,***,70,84,160,1042
人数【人】,2016年6月,19202,富士吉田市,,546,133,101,***,144,82,13,***,-,13,3,57
人数【人】,2016年6月,19204,都留市,,531,111,50,***,120,79,104,***,4,11,11,41
人数【人】,2016年6月,19205,山梨市,,178,31,18,***,38,20,14,***,-,10,7,40
人数【人】,2016年6月,19206,大月市,,164,35,18,***,34,3,43,***,-,6,4,21
人数【人】,2016年6月,19207,韮崎市,,477,101,29,***,83,117,58,***,4,5,16,64
人数【人】,2016年6月,19208,南アルプス市,,916,170,39,***,87,238,21,***,16,21,42,282
人数【人】,2016年6月,19209,北杜市,,526,46,51,***,144,74,37,***,1,23,15,135
人数【人】,2016年6月,19210,甲斐市,,1038,362,134,***,119,76,39,***,6,14,55,233
人数【人】,2016年6月,19211,笛吹市,,923,229,117,***,233,46,46,***,11,19,37,185
人数【人】,2016年6月,19212,上野原市,,209,65,18,***,38,20,48,***,1,5,1,13
人数【人】,2016年6月,19213,甲州市,,186,51,28,***,30,3,20,***,-,11,5,38
人数【人】,2016年6月,19214,中央市,,1497,104,39,***,130,891,22,***,1,17,31,262
人数【人】,2016年6月,19346,市川三郷町,,234,31,9,***,14,76,40,***,-,4,9,51
人数【人】,2016年6月,19364,早川町,,1,-,-,***,-,-,-,***,-,1,-,-
人数【人】,2016年6月,19365,身延町,,139,6,13,***,50,9,2,***,-,4,16,39
人数【人】,2016年6月,19366,南部町,,48,6,4,***,9,14,12,***,-,-,-,3
人数【人】,2016年6月,19368,富士川町,,177,27,6,***,22,43,8,***,-,6,20,45
人数【人】,2016年6月,19384,昭和町,,763,128,62,***,136,291,17,***,7,10,20,92
人数【人】,2016年6月,19422,道志村,,6,-,1,***,1,1,-,***,-,1,-,2
人数【人】,2016年6月,19423,西桂町,,34,3,3,***,7,11,2,***,-,1,3,4
人数【人】,2016年6月,19424,忍野村,,273,146,26,***,16,5,50,***,8,1,6,15
人数【人】,2016年6月,19425,山中湖村,,167,42,7,***,5,44,3,***,1,13,21,31
人数【人】,2016年6月,19429,鳴沢村,,25,4,4,***,8,1,-,***,-,3,-,5
人数【人】,2016年6月,19430,富士河口湖町,,250,81,25,***,33,15,15,***,5,5,26,45
人数【人】,2016年6月,19442,小菅村,,4,-,-,***,-,-,-,***,-,2,2,-
人数【人】,2016年6月,19443,丹波山村,,5,1,-,***,2,-,-,***,-,1,-,1
人数【人】,2016年6月,20201,長野市,,3550,1611,522,***,319,112,243,***,24,75,77,567
人数【人】,2016年6月,20202,松本市,,3804,951,933,***,499,404,174,***,56,71,94,622
人数【人】,2016年6月,20203,上田市,,3497,942,275,***,124,613,286,***,64,30,43,1120
人数【人】,2016年6月,20204,岡谷市,,732,208,87,***,172,115,31,***,1,12,1,105
人数【人】,2016年6月,20205,飯田市,,2130,1032,81,***,418,391,50,***,10,13,19,116
人数【人】,2016年6月,20206,諏訪市,,1213,239,101,***,219,318,118,***,17,12,11,178
人数【人】,2016年6月,20207,須坂市,,506,132,22,***,25,75,37,***,-,9,7,199
人数【人】,2016年6月,20208,小諸市,,679,114,70,***,78,44,28,***,-,7,39,299
人数【人】,2016年6月,20209,伊那市,,1554,243,112,***,318,738,18,***,8,10,9,98
